078000|텔코웨어|9,540
058850|KTcs|2,160
004840|DRB동일|4,620
417630|TIGER KEDI혁신기업ESG30|9,045
011390|부산산업|86,300
204480|TIGER 차이나CSI300레버리지(합성)|25,880
027740|마니커|1,430
143210|핸즈코퍼레이션|4,135
009180|한솔로지스틱스|3,290
000910|유니온|5,790
009320|대우부품|1,895
044820|코스맥스비티아이|9,410
367760|KBSTAR Fn5G테크|8,045
058860|KTis|2,580
014710|사조씨푸드|5,150
011330|유니켐|1,210
006660|삼성공조|10,850
002200|한국수출포장|22,000
003720|삼영화학|2,580
004270|남성|2,420
155660|DSR|5,470
33637K|솔루스첨단소재1우|10,300
023810|인팩|8,650
338100|NH프라임리츠|4,610
129260|인터지스|2,890
007980|태평양물산|1,775
111110|호전실업|8,740
001560|제일연마|8,500
414270|KINDEX G2전기차&자율주행액티브|9,995
008110|대동전자|8,090
024900|덕양산업|2,590
012160|영흥|832
364970|TIGER KRX바이오K-뉴딜|7,110
357250|미래에셋맵스리츠|4,185
012320|경동인베스트|35,300
071090|하이스틸|4,170
006090|사조오양|8,820
500015|신한 WTI원유 선물 ETN(H)|8,295
118000|초록뱀헬스케어|984
005750|대림B&Co|4,935
004450|삼화왕관|38,150
011090|에넥스|1,375
001020|페이퍼코리아|1,720
100220|비상교육|6,280
000157|두산2우B|91,300
123310|TIGER 인버스|5,415
021820|세원정공|8,090
267770|TIGER 200선물레버리지|11,500
139220|TIGER 200 건설|2,395
004910|조광페인트|6,270
272560|KBSTAR 단기국공채액티브|102,410
023350|한국종합기술|7,270
395750|ARIRANG ESG가치주액티브|7,575
139280|TIGER 경기방어|9,705
337160|KODEX 200ESG|11,735
120115|코오롱인더우|27,800
027970|세하|1,340
400570|KODEX 유럽탄소배출권선물ICE(H)|13,145
010100|한국프랜지|2,525
090080|평화산업|1,385
144600|KODEX 은선물(H)|3,785
119650|KC코트렐|4,250
390950|HANARO 단기채권액티브|100,735
322400|HANARO e커머스|13,300
006980|우성|24,100
133820|화인베스틸|2,500
008420|문배철강|3,620
025620|제이준코스메틱|962
510007|대신 2X 니켈선물 ETN(H)|14,805
325010|KODEX Fn성장|13,445
002920|유성기업|2,840
014440|영보화학|3,680
026940|부국철강|3,670
003080|성보화학|3,630
363580|KODEX 200IT TR|10,820
000850|화천기공|32,950
000040|KR모터스|753
041650|상신브레이크|3,375
015260|에이엔피|2,465
000590|CS홀딩스|62,600
174360|KBSTAR 중국본토대형주CSI100|20,045
049800|우진플라임|3,605
